"num_item_id","definition","type","category","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
174,"pojas","word","clothing",0,0,0.05,0.05,0.04,0.07,0,0.04,0.07,0.13,0.21,0.24,0.33,0.32,0.39
175,"rupčić","word","clothing",0,0.04,0.09,0.14,0.23,0.28,0.25,0.46,0.4,0.53,0.59,0.8,0.81,0.68,0.82
176,"rukavice","word","clothing",0,0.08,0.05,0.19,0.35,0.24,0.29,0.42,0.57,0.57,0.66,0.72,0.86,0.75,0.86
177,"suknja","word","clothing",0,0,0.05,0.05,0.04,0,0.08,0.19,0.23,0.3,0.34,0.36,0.24,0.46,0.46
178,"šal","word","clothing",0,0.08,0.18,0.29,0.31,0.28,0.29,0.54,0.6,0.63,0.69,0.72,0.9,0.68,0.82
179,"štramplice","word","clothing",0,0.04,0.09,0.05,0.15,0.14,0.33,0.27,0.37,0.43,0.45,0.48,0.48,0.57,0.5
180,"tenisice","word","clothing",0,0.12,0.18,0.29,0.19,0.31,0.46,0.5,0.63,0.6,0.66,0.72,0.76,0.64,0.79
181,"traperice","word","clothing",0,0.12,0,0,0,0.1,0.12,0.23,0.17,0.27,0.21,0.48,0.43,0.29,0.5
182,"trenirka","word","clothing",0,0,0.05,0,0.08,0.14,0.25,0.31,0.23,0.47,0.48,0.52,0.76,0.64,0.57
183,"zatvarač","word","clothing",0,0.04,0,0.05,0.04,0.03,0,0.12,0.07,0.07,0.14,0.08,0.29,0.29,0.18
184,"brada","word","body_parts",0,0.04,0.18,0.1,0.38,0.41,0.46,0.58,0.77,0.5,0.72,0.76,0.86,0.75,0.82
185,"glava","word","body_parts",0.08,0.36,0.32,0.62,0.58,0.62,0.71,0.85,0.9,0.8,0.97,0.96,1,0.96,0.96
186,"gležanj","word","body_parts",0.08,0,0,0.05,0,0,0.04,0.04,0,0,0.14,0.04,0,0.07,0.04
187,"guza","word","body_parts",0.08,0.24,0.36,0.52,0.58,0.55,0.67,0.73,0.87,0.8,1,1,1,0.96,0.93
188,"jezik","word","body_parts",0,0.04,0.14,0.33,0.38,0.41,0.42,0.46,0.7,0.67,0.66,0.88,0.86,0.82,0.89
189,"koljeno","word","body_parts",0,0.04,0.05,0.05,0.15,0.07,0.12,0.23,0.37,0.33,0.45,0.56,0.76,0.54,0.64
190,"kosa","word","body_parts",0.08,0.08,0.32,0.43,0.58,0.55,0.75,0.77,0.97,0.8,0.9,1,0.95,0.96,0.93
191,"lice","word","body_parts",0,0.12,0.18,0.24,0.31,0.34,0.58,0.5,0.8,0.67,0.72,1,0.9,0.79,0.89
192,"noga","word","body_parts",0.08,0.28,0.41,0.67,0.54,0.59,0.75,0.85,0.93,0.9,0.93,1,1,0.96,0.96
193,"nos","word","body_parts",0.31,0.4,0.45,0.57,0.77,0.69,0.75,0.92,0.97,0.9,1,0.96,0.95,1,0.96
194,"obraz","word","body_parts",0.08,0.04,0.05,0.1,0.08,0.1,0.08,0.12,0.27,0.23,0.21,0.28,0.29,0.29,0.39
195,"oko","word","body_parts",0.31,0.52,0.45,0.62,0.81,0.66,0.79,0.96,0.97,0.8,1,1,0.95,0.96,1
196,"palac","word","body_parts",0,0.08,0.05,0.1,0.12,0.1,0.25,0.23,0.5,0.33,0.45,0.64,0.48,0.46,0.68
